Profile_Id,Profile_Name,Profile_Link
309,Susan Bray,https://pureportal.coventry.ac.uk/en/persons/susan-bray
310,Dom Breadmore,https://pureportal.coventry.ac.uk/en/persons/dom-breadmore
311,Helen Breadmore,https://pureportal.coventry.ac.uk/en/persons/helen-breadmore
312,Carol Breen,https://pureportal.coventry.ac.uk/en/persons/carol-breen
313,Josh Brem-Wilson,https://pureportal.coventry.ac.uk/en/persons/josh-brem-wilson
314,James Brennan,https://pureportal.coventry.ac.uk/en/persons/james-brennan
315,Rita Ufuomanefe Bright Ononaye,https://pureportal.coventry.ac.uk/en/persons/rita-ufuomanefe-bright-ononaye
316,Alisson Vinicius Brito Lopes,https://pureportal.coventry.ac.uk/en/persons/alisson-vinicius-brito-lopes
317,Ian Brittain,https://pureportal.coventry.ac.uk/en/persons/ian-brittain
318,Aurelie Broeckerhoff,https://pureportal.coventry.ac.uk/en/persons/aurelie-broeckerhoff
319,Matthew Brolly,https://pureportal.coventry.ac.uk/en/persons/matthew-brolly
320,Katie Brooker,https://pureportal.coventry.ac.uk/en/persons/katie-brooker
321,Celine Jane Brookes Smith,https://pureportal.coventry.ac.uk/en/persons/celine-jane-brookes-smith
322,David Broom,https://pureportal.coventry.ac.uk/en/persons/david-broom
323,Kevin Broughton,https://pureportal.coventry.ac.uk/en/persons/kevin-broughton
324,Freddy Brown,https://pureportal.coventry.ac.uk/en/persons/freddy-brown
325,Geraldine Brown,https://pureportal.coventry.ac.uk/en/persons/geraldine-brown
326,Holly Brown,https://pureportal.coventry.ac.uk/en/persons/holly-brown
327,Jennifer Brown,https://pureportal.coventry.ac.uk/en/persons/jennifer-brown
328,Molly Browne,https://pureportal.coventry.ac.uk/en/persons/molly-browne
329,James Brusey,https://pureportal.coventry.ac.uk/en/persons/james-brusey
330,Jeremy Bryans,https://pureportal.coventry.ac.uk/en/persons/jeremy-bryans
331,Kimberley Buchan,https://pureportal.coventry.ac.uk/en/persons/kimberley-buchan
332,Kerry Buckingham-Ward,https://pureportal.coventry.ac.uk/en/persons/kerry-buckingham-ward
333,Steve Buckley,https://pureportal.coventry.ac.uk/en/persons/steve-buckley
334,Eveleigh Buck-Matthews,https://pureportal.coventry.ac.uk/en/persons/eveleigh-buck-matthews
335,Kim Bul,https://pureportal.coventry.ac.uk/en/persons/kim-bul
336,Karen Bull,https://pureportal.coventry.ac.uk/en/persons/karen-bull
337,Lee Bunch,https://pureportal.coventry.ac.uk/en/persons/lee-bunch
338,Sara Burbi,https://pureportal.coventry.ac.uk/en/persons/sara-burbi
339,Everardt Burger,https://pureportal.coventry.ac.uk/en/persons/everardt-burger
340,M Burhan,https://pureportal.coventry.ac.uk/en/persons/m-burhan
341,Bernard Burke,https://pureportal.coventry.ac.uk/en/persons/bernie-burke
342,Joan Burke,https://pureportal.coventry.ac.uk/en/persons/joan-burke
343,Emma Burnett,https://pureportal.coventry.ac.uk/en/persons/emma-burnett-3
344,Amy Burrell,https://pureportal.coventry.ac.uk/en/persons/amy-burrell
345,Jonathan Burrows,https://pureportal.coventry.ac.uk/en/persons/jonathan-burrows
346,Michael Burrows,https://pureportal.coventry.ac.uk/en/persons/michael-burrows
347,Mary Burton,https://pureportal.coventry.ac.uk/en/persons/mary-burton
348,Joel Busher,https://pureportal.coventry.ac.uk/en/persons/joel-busher
349,Tinashe Bvirindi,https://pureportal.coventry.ac.uk/en/persons/tinashe-bvirindi
350,Maria Cable,https://pureportal.coventry.ac.uk/en/persons/maria-cable
351,Eko Nur Cahyo,https://pureportal.coventry.ac.uk/en/persons/eko-nur-cahyo
352,Rui Cai,https://pureportal.coventry.ac.uk/en/persons/rui-cai
353,Lorena Caires Moreira,https://pureportal.coventry.ac.uk/en/persons/lorena-caires-moreira-2
354,Lucy Cairns,https://pureportal.coventry.ac.uk/en/persons/lucy-cairns
355,Emma Calcutt,https://pureportal.coventry.ac.uk/en/persons/emma-calcutt
356,Joanne Callaghan,https://pureportal.coventry.ac.uk/en/persons/joanne-callaghan
357,Ian Calliou,https://pureportal.coventry.ac.uk/en/persons/ian-calliou-2
358,Ellen Calteau,https://pureportal.coventry.ac.uk/en/persons/ellen-calteau
359,Carol Campion,https://pureportal.coventry.ac.uk/en/persons/carol-campion
360,Orcun Can,https://pureportal.coventry.ac.uk/en/persons/orcun-can
361,Dongmei Cao,https://pureportal.coventry.ac.uk/en/persons/dongmei-cao
362,Grace Cappy,https://pureportal.coventry.ac.uk/en/persons/grace-cappy
363,Kassim Caratella,https://pureportal.coventry.ac.uk/en/persons/kassim-caratella
364,Lara Carballo,https://pureportal.coventry.ac.uk/en/persons/lara-carballo
365,Fabio Carbone,https://pureportal.coventry.ac.uk/en/persons/fabio-carbone
366,Nicola Kate Cardenas Blanco,https://pureportal.coventry.ac.uk/en/persons/nicola-kate-cardenas-blanco
367,Rachael Carew,https://pureportal.coventry.ac.uk/en/persons/rachael-carew
368,Solene Margueret Cargill,https://pureportal.coventry.ac.uk/en/persons/solene-margueret-cargill
369,Joanne Carlier,https://pureportal.coventry.ac.uk/en/persons/joanne-carlier
370,Pascal Carlucci,https://pureportal.coventry.ac.uk/en/persons/pascal-carlucci
371,Kate Carr-Fanning,https://pureportal.coventry.ac.uk/en/persons/kate-carr-fanning
372,Julia Carroll,https://pureportal.coventry.ac.uk/en/persons/julia-carroll
373,Grace Carter,https://pureportal.coventry.ac.uk/en/persons/grace-carter
374,Jonathan Carter,https://pureportal.coventry.ac.uk/en/persons/jonathan-carter
375,Steve Carter,https://pureportal.coventry.ac.uk/en/persons/steve-carter
376,Paul Cartlidge,https://pureportal.coventry.ac.uk/en/persons/paul-cartlidge
377,Anna Cartwright,https://pureportal.coventry.ac.uk/en/persons/anna-cartwright
378,Paul Cashian,https://pureportal.coventry.ac.uk/en/persons/paul-cashian
379,Daniel Castro-Fresno,https://pureportal.coventry.ac.uk/en/persons/daniel-castro-fresno
380,Jade Catterson,https://pureportal.coventry.ac.uk/en/persons/jade-catterson
381,Kathryn Megan Cawley,https://pureportal.coventry.ac.uk/en/persons/kathryn-megan-cawley
382,Jacqueline Cawston,https://pureportal.coventry.ac.uk/en/persons/jacqueline-cawston-2
383,Mateja Celestina,https://pureportal.coventry.ac.uk/en/persons/mateja-celestina
384,Tiziana Cervi-Wilson,https://pureportal.coventry.ac.uk/en/persons/tiziana-cervi-wilson
385,Fiona Chaffin,https://pureportal.coventry.ac.uk/en/persons/fiona-chaffin
386,Lindsey Chambers,https://pureportal.coventry.ac.uk/en/persons/lindsey-chambers-2
387,Lakshmi Chandrasekaran,https://pureportal.coventry.ac.uk/en/persons/lakshmi-chandrasekaran
388,Marina Chang,https://pureportal.coventry.ac.uk/en/persons/marina-chang
389,Kuo-Ming Chao,https://pureportal.coventry.ac.uk/en/persons/kuo-ming-chao
390,Dennis Chapman,https://pureportal.coventry.ac.uk/en/persons/dennis-chapman
391,Maxine Chapman,https://pureportal.coventry.ac.uk/en/persons/maxine-chapman
392,Michael Jahi Chappell,https://pureportal.coventry.ac.uk/en/persons/michael-jahi-chappell
393,Ioannis Chapsos,https://pureportal.coventry.ac.uk/en/persons/ioannis-chapsos
394,Erica Charalambous,https://pureportal.coventry.ac.uk/en/persons/erica-charalambous
395,Maria Charalampous,https://pureportal.coventry.ac.uk/en/persons/maria-charalampous
396,Oliver Peter Charles,https://pureportal.coventry.ac.uk/en/persons/oliver-peter-charles
397,Sarah Jane Charles,https://pureportal.coventry.ac.uk/en/persons/sarah-jane-charles
398,Sue Charlesworth,https://pureportal.coventry.ac.uk/en/persons/sue-charlesworth
399,Chris Charlton,https://pureportal.coventry.ac.uk/en/persons/chris-charlton
400,Marian Chatoro,https://pureportal.coventry.ac.uk/en/persons/marian-chatoro
401,Rupinderjit Cheema,https://pureportal.coventry.ac.uk/en/persons/rupinderjit-cheema
402,Bo Chen,https://pureportal.coventry.ac.uk/en/persons/bo-chen
403,Junyuan Chen,https://pureportal.coventry.ac.uk/en/persons/junyuan-chen
404,Yu-Hua Chen,https://pureportal.coventry.ac.uk/en/persons/yu-hua-chen-chen
405,Yung-Fang Chen,https://pureportal.coventry.ac.uk/en/persons/yung-fang-chen
406,Cheng Cheng,https://pureportal.coventry.ac.uk/en/persons/cheng-cheng
407,Sariya Cheruvallil-Contractor,https://pureportal.coventry.ac.uk/en/persons/sariya-cheruvallil-contractor
408,Mehul Chhatbar,https://pureportal.coventry.ac.uk/en/persons/mehul-chhatbar
409,TC Chiang,https://pureportal.coventry.ac.uk/en/persons/tc-chiang
410,Hillary Chindodo,https://pureportal.coventry.ac.uk/en/persons/hillary-chindodo
411,Anitha Chinnaswamy,https://pureportal.coventry.ac.uk/en/persons/anitha-chinnaswamy
412,Danielle Nicole Chippett,https://pureportal.coventry.ac.uk/en/persons/danielle-nicole-chippett
413,Gabriela Chitroceanu,https://pureportal.coventry.ac.uk/en/persons/gabriela-chitroceanu
414,Reason Chivaka,https://pureportal.coventry.ac.uk/en/persons/reason-chivaka
415,Ravinder Cholia,https://pureportal.coventry.ac.uk/en/persons/ravinder-cholia
416,Graham Chorlton,https://pureportal.coventry.ac.uk/en/persons/graham-chorlton
417,Kubra Choudhry,https://pureportal.coventry.ac.uk/en/persons/kubra-choudhry
418,Jesper Christensen,https://pureportal.coventry.ac.uk/en/persons/jesper-christensen
419,Matej Christiaens,https://pureportal.coventry.ac.uk/en/persons/matej-christiaens
420,Stavros Christopoulos,https://pureportal.coventry.ac.uk/en/persons/stavros-christopoulos
421,Alexander Chroneos,https://pureportal.coventry.ac.uk/en/persons/alexander-chroneos
422,Chigozile Nnamdi Chuku,https://pureportal.coventry.ac.uk/en/persons/chigozile-nnamdi-chuku
423,Kemi Chukwuma-Nwuba,https://pureportal.coventry.ac.uk/en/persons/kemi-chukwuma-nwuba
424,Rosamaria Kostic Cisneros,https://pureportal.coventry.ac.uk/en/persons/rosamaria-kostic-cisneros
425,Priscilla Claeys,https://pureportal.coventry.ac.uk/en/persons/priscilla-claeys
426,Michelle Clare,https://pureportal.coventry.ac.uk/en/persons/michelle-clare
427,Cain Clark,https://pureportal.coventry.ac.uk/en/persons/cain-clark
428,Neil Clarke,https://pureportal.coventry.ac.uk/en/persons/neil-clarke
429,Samantha Clarke,https://pureportal.coventry.ac.uk/en/persons/samantha-clarke
430,Andrew Clements,https://pureportal.coventry.ac.uk/en/persons/andrew-clements
431,Suzanne Clisby,https://pureportal.coventry.ac.uk/en/persons/suzanne-clisby
432,Thomas Cloake,https://pureportal.coventry.ac.uk/en/persons/thomas-cloake
433,Deanne Clouder,https://pureportal.coventry.ac.uk/en/persons/deanne-clouder
434,Jane Coad,https://pureportal.coventry.ac.uk/en/persons/jane-coad
435,Eoin Coakley,https://pureportal.coventry.ac.uk/en/persons/eoin-coakley
436,Thomas Cobb,https://pureportal.coventry.ac.uk/en/persons/thomas-cobb
437,Andrew Cobley,https://pureportal.coventry.ac.uk/en/persons/andrew-cobley
438,Luis Pedro Cobos Yelavives,https://pureportal.coventry.ac.uk/en/persons/luis-pedro-cobos-yelavives
439,Taylor Coffey,https://pureportal.coventry.ac.uk/en/persons/taylor-coffey
440,Amanda Coleman,https://pureportal.coventry.ac.uk/en/persons/amanda-coleman
441,Andy Coleman,https://pureportal.coventry.ac.uk/en/persons/andy-coleman
442,Alistair Collins,https://pureportal.coventry.ac.uk/en/persons/alistair-collins
443,Charlotte Collins,https://pureportal.coventry.ac.uk/en/persons/charlotte-collins
444,Adam Collis,https://pureportal.coventry.ac.uk/en/persons/adam-collis
445,Zoe Connor,https://pureportal.coventry.ac.uk/en/persons/zoe-connor-2
446,Judith Conroy,https://pureportal.coventry.ac.uk/en/persons/judith-conroy
447,Emanuele Conte,https://pureportal.coventry.ac.uk/en/persons/emanuele-conte
448,David Cook,https://pureportal.coventry.ac.uk/en/persons/david-cook
449,Ellie Cook,https://pureportal.coventry.ac.uk/en/persons/eleanor-isabelle-cook-2
450,Faye Cook,https://pureportal.coventry.ac.uk/en/persons/faye-cook
451,Kathryn Cook,https://pureportal.coventry.ac.uk/en/persons/kathryn-cook
452,Teresa Cook,https://pureportal.coventry.ac.uk/en/persons/teresa-cook-cook
453,Gemma Coombe,https://pureportal.coventry.ac.uk/en/persons/gemma-coombe
454,Aaron Cooper,https://pureportal.coventry.ac.uk/en/persons/aaron-cooper
455,Simon Cooper,https://pureportal.coventry.ac.uk/en/persons/simon-cooper
456,Claire Corbey,https://pureportal.coventry.ac.uk/en/persons/claire-corbey
457,Stef Cormack,https://pureportal.coventry.ac.uk/en/persons/stef-cormack
458,Maria Correia,https://pureportal.coventry.ac.uk/en/persons/maria-correia
459,Jennifer Cosgrave,https://pureportal.coventry.ac.uk/en/persons/jennifer-cosgrave
460,Ben Cotterill,https://pureportal.coventry.ac.uk/en/persons/ben-cotterill
461,Steve Coupe,https://pureportal.coventry.ac.uk/en/persons/steve-coupe
462,Bernard Matthew David Courts,https://pureportal.coventry.ac.uk/en/persons/bernard-matthew-david-courts
463,Gordon Crawford,https://pureportal.coventry.ac.uk/en/persons/gordon-crawford
464,Megan Crawford,https://pureportal.coventry.ac.uk/en/persons/megan-crawford
465,Heaven Crawley,https://pureportal.coventry.ac.uk/en/persons/heaven-crawley
466,Marie-Louise Crawley,https://pureportal.coventry.ac.uk/en/persons/marie-louise-crawley
467,Gill Cressey,https://pureportal.coventry.ac.uk/en/persons/gill-cressey
468,Sue Cresswell,https://pureportal.coventry.ac.uk/en/persons/sue-cresswell
469,Michael Cribb,https://pureportal.coventry.ac.uk/en/persons/michael-cribb
470,Sarah Critten,https://pureportal.coventry.ac.uk/en/persons/sarah-critten
471,Becky Crookes,https://pureportal.coventry.ac.uk/en/persons/becky-crookes
472,Mario Cuevas Henriquez,https://pureportal.coventry.ac.uk/en/persons/mario-cuevas-henriquez
473,Tom Cullen,https://pureportal.coventry.ac.uk/en/persons/tom-cullen
474,Oliver Curnick,https://pureportal.coventry.ac.uk/en/persons/oliver-curnick
475,David Curran,https://pureportal.coventry.ac.uk/en/persons/david-curran
476,Michele Curran,https://pureportal.coventry.ac.uk/en/persons/michele-curran
477,Niall Curry,https://pureportal.coventry.ac.uk/en/persons/niall-curry
478,Funke Dacosta-Salu,https://pureportal.coventry.ac.uk/en/persons/funke-dacosta-salu
479,Adeboye Dada,https://pureportal.coventry.ac.uk/en/persons/adeboye-dada
480,Deneise Dadd,https://pureportal.coventry.ac.uk/en/persons/deneise-dadd
481,Jonathan Dale,https://pureportal.coventry.ac.uk/en/persons/jonathan-dale
482,Alexander David Francis Dallaway,https://pureportal.coventry.ac.uk/en/persons/alexander-david-francis-dallaway
483,Tamaryn Joanne Dalldorf,https://pureportal.coventry.ac.uk/en/persons/tamaryn-joanne-dalldorf
484,Lee Matthew Daly,https://pureportal.coventry.ac.uk/en/persons/lee-daly
485,Matthew Danes,https://pureportal.coventry.ac.uk/en/persons/matthew-danes
486,Alireza Daneshkhah,https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah
487,Amir Daneshvar,https://pureportal.coventry.ac.uk/en/persons/amir-daneshvar-daneshvar-hakimi-meibodi-2
488,Amir Hossein Daneshvar Hakimi Meibodi,https://pureportal.coventry.ac.uk/en/persons/amir-hossein-daneshvar-hakimi-meibodi
489,QueAnh Dang,https://pureportal.coventry.ac.uk/en/persons/que-anh-dang
490,Phuong Dong Dao,https://pureportal.coventry.ac.uk/en/persons/phuong-dong-dao
491,Ali Hossain Alewai Daraji,https://pureportal.coventry.ac.uk/en/persons/ali-hossain-alewai-daraji
492,Francis Darko,https://pureportal.coventry.ac.uk/en/persons/francis-darko
493,Amber Darr,https://pureportal.coventry.ac.uk/en/persons/amber-darr
494,Marwan Darweish,https://pureportal.coventry.ac.uk/en/persons/marwan-darweish
495,Richard Dashwood,https://pureportal.coventry.ac.uk/en/persons/richard-dashwood
496,Sanghamitra Datta,https://pureportal.coventry.ac.uk/en/persons/sanghamitra-datta
497,Ravi Dave,https://pureportal.coventry.ac.uk/en/persons/ravi-dave
498,Sarah Davey,https://pureportal.coventry.ac.uk/en/persons/sarah-davey
499,Elaine Davies,https://pureportal.coventry.ac.uk/en/persons/elaine-davies
500,Huw Davies,https://pureportal.coventry.ac.uk/en/persons/huw-davies
501,Joseph James Davies,https://pureportal.coventry.ac.uk/en/persons/joseph-james-davies
502,Laura Elizabeth Davies,https://pureportal.coventry.ac.uk/en/persons/laura-elizabeth-davies
503,Rachael Davies,https://pureportal.coventry.ac.uk/en/persons/rachael-davies-2
504,Robert Davies,https://pureportal.coventry.ac.uk/en/persons/robert-davies
505,Siobhan Davies,https://pureportal.coventry.ac.uk/en/persons/siobhan-davies
506,Comfort Davis,https://pureportal.coventry.ac.uk/en/persons/comfort-davis
507,Joseph Davis,https://pureportal.coventry.ac.uk/en/persons/joseph-davis
508,Stephen Dawkins,https://pureportal.coventry.ac.uk/en/persons/stephen-dawkins
509,James Dawson,https://pureportal.coventry.ac.uk/en/persons/james-dawson
510,Mark Dawson,https://pureportal.coventry.ac.uk/en/persons/mark-dawson
511,Christopher Day,https://pureportal.coventry.ac.uk/en/persons/christopher-day
512,Mohammed Dayoub,https://pureportal.coventry.ac.uk/en/persons/mohammed-dayoub
513,James Dayus,https://pureportal.coventry.ac.uk/en/persons/james-dayus
514,Ana Margarida De Areia Soares,https://pureportal.coventry.ac.uk/en/persons/ana-margarida-de-areia-soares
515,Giuseppe Deganutti,https://pureportal.coventry.ac.uk/en/persons/giuseppe-deganutti
516,Sara Degli-Esposti,https://pureportal.coventry.ac.uk/en/persons/sara-degli-esposti-2
517,Katharina Dehnen-Schmutz,https://pureportal.coventry.ac.uk/en/persons/katharina-dehnen-schmutz
518,Scott Delahunta,https://pureportal.coventry.ac.uk/en/persons/scott-delahunta
519,Charo del Genio,https://pureportal.coventry.ac.uk/en/persons/charo-del-genio
520,Akin Delibasi,https://pureportal.coventry.ac.uk/en/persons/akin-delibasi
521,Arnaldo Delli-Carri,https://pureportal.coventry.ac.uk/en/persons/arn-delli-carri
522,Tereso del Rio Almajano,https://pureportal.coventry.ac.uk/en/persons/tereso-del-rio-almajano
523,Clair Dempsey,https://pureportal.coventry.ac.uk/en/persons/clair-dempsey
524,Stephanie Denning,https://pureportal.coventry.ac.uk/en/persons/stephanie-denning
525,Francesca Denton,https://pureportal.coventry.ac.uk/en/persons/francesca-denton
526,Karan Derekar,https://pureportal.coventry.ac.uk/en/persons/karan-derekar
527,Miriam De Rosa,https://pureportal.coventry.ac.uk/en/persons/miriam-de-rosa
528,Jude Derry,https://pureportal.coventry.ac.uk/en/persons/jude-derry-2
529,Pedro Miguel de Sousa Santos,https://pureportal.coventry.ac.uk/en/persons/pedro-miguel-de-sousa-santos
530,Tiphaine De Valon,https://pureportal.coventry.ac.uk/en/persons/tiphaine-de-valon
531,Ciaran Devane,https://pureportal.coventry.ac.uk/en/persons/ciaran-devane
532,John Devane,https://pureportal.coventry.ac.uk/en/persons/john-devane
533,Timothy Devenport,https://pureportal.coventry.ac.uk/en/persons/timothy-devenport
534,Nandu Devi,https://pureportal.coventry.ac.uk/en/persons/nandu-devi
535,Glauco De Vita,https://pureportal.coventry.ac.uk/en/persons/glauco-de-vita
536,Benjamin Dew,https://pureportal.coventry.ac.uk/en/persons/benjamin-dew
537,Micia De Wet,https://pureportal.coventry.ac.uk/en/persons/micia-de-wet
538,Alun DeWinter,https://pureportal.coventry.ac.uk/en/persons/alun-dewinter
539,Sunita Dewitt,https://pureportal.coventry.ac.uk/en/persons/sunita-dewitt
540,Sharan Dhadda,https://pureportal.coventry.ac.uk/en/persons/sharan-dhadda
541,Pooja Dhir,https://pureportal.coventry.ac.uk/en/persons/pooja-dhir
542,Sally Dibb,https://pureportal.coventry.ac.uk/en/persons/sally-dibb
543,Laura Di Chiacchio,https://pureportal.coventry.ac.uk/en/persons/laura-di-chiacchio
544,Alexander Diederich,https://pureportal.coventry.ac.uk/en/persons/alexander-diederich
545,Bastien Dieppois,https://pureportal.coventry.ac.uk/en/persons/bastien-dieppois
546,Elisavet Dimitrokali,https://pureportal.coventry.ac.uk/en/persons/elisavet-dimitrokali
547,Edward Djan,https://pureportal.coventry.ac.uk/en/persons/edward-djan
548,Aneesha Doal,https://pureportal.coventry.ac.uk/en/persons/aneesha-doal
549,Trang Doan,https://pureportal.coventry.ac.uk/en/persons/trang-doan
550,Dorota Dobrzanska,https://pureportal.coventry.ac.uk/en/persons/dorota-dobrzanska
551,Joanne Dobson,https://pureportal.coventry.ac.uk/en/persons/joanne-dobson-2
552,Mike Dodd,https://pureportal.coventry.ac.uk/en/persons/mike-dodd
553,Pablo Domene,https://pureportal.coventry.ac.uk/en/persons/pablo-domene
554,Honglin Dong,https://pureportal.coventry.ac.uk/en/persons/honglin-dong
555,James Donnelly,https://pureportal.coventry.ac.uk/en/persons/james-donnelly
556,Jane Donoghue,https://pureportal.coventry.ac.uk/en/persons/jane-donoghue
557,Michelle Dorgan,https://pureportal.coventry.ac.uk/en/persons/michelle-dorgan
558,Lauren Doyle,https://pureportal.coventry.ac.uk/en/persons/lauren-doyle
559,Carol Drugan,https://pureportal.coventry.ac.uk/en/persons/carol-drugan
560,Les Duckers,https://pureportal.coventry.ac.uk/en/persons/les-duckers
561,Jennifer Dudley,https://pureportal.coventry.ac.uk/en/persons/jennifer-dudley
562,Dirk Dugdale Duwell,https://pureportal.coventry.ac.uk/en/persons/dirk-dugdale-duwell
563,Ignatius Andrew Duhu,https://pureportal.coventry.ac.uk/en/persons/ignatius-andrew-duhu
564,Yasin Duman,https://pureportal.coventry.ac.uk/en/persons/yasin-duman
565,Michael Duncan,https://pureportal.coventry.ac.uk/en/persons/michael-duncan
566,Ian Dunwell,https://pureportal.coventry.ac.uk/en/persons/ian-dunwell
567,Hannelie Du Plessis-Walker,https://pureportal.coventry.ac.uk/en/persons/hannelie-du-plessis-walker
568,Juan Fernando Duque Restrepo,https://pureportal.coventry.ac.uk/en/persons/juan-fernando-duque-restrepo
569,Jo Durham,https://pureportal.coventry.ac.uk/en/persons/jo-durham
570,Ololade Durodola,https://pureportal.coventry.ac.uk/en/persons/ololade-durodola
571,Jaque Daniel Jon Simon Durrant,https://pureportal.coventry.ac.uk/en/persons/jaque-daniel-jon-simon-durrant
572,Adolphus Chukwunonso Duru,https://pureportal.coventry.ac.uk/en/persons/adolphus-chukwunonso-duru
573,Mark Dyer,https://pureportal.coventry.ac.uk/en/persons/mark-dyer
574,Ryan Jaromir Dziadowiec,https://pureportal.coventry.ac.uk/en/persons/ryan-jaromir-dziadowiec
575,Adam Eckley,https://pureportal.coventry.ac.uk/en/persons/adam-eckley
576,Jonathan Eden,https://pureportal.coventry.ac.uk/en/persons/jonathan-eden
577,Kate Edmondson,https://pureportal.coventry.ac.uk/en/persons/kate-edmondson
578,Karen Edwards,https://pureportal.coventry.ac.uk/en/persons/karen-edwards
579,Chloe Nicole Egan,https://pureportal.coventry.ac.uk/en/persons/chloe-nicole-egan
580,Alloysius Egbulonu,https://pureportal.coventry.ac.uk/en/persons/alloysius-egbulonu
581,Ashem Egila,https://pureportal.coventry.ac.uk/en/persons/ashem-egila-2
582,Austine Ehibhatiomhan,https://pureportal.coventry.ac.uk/en/persons/austine-ehibhatiomhan
583,Odalo Micheal Ehi-uujamhan,https://pureportal.coventry.ac.uk/en/persons/odalo-micheal-ehi-uujamhan
584,Ahmad Ehsani,https://pureportal.coventry.ac.uk/en/persons/ahmad-ehsani
585,Bernice Ejiogu,https://pureportal.coventry.ac.uk/en/persons/bernice-ejiogu
586,Karthikeyan Ekambaram,https://pureportal.coventry.ac.uk/en/persons/karthik-ekambaram
587,Job Ekolu,https://pureportal.coventry.ac.uk/en/persons/job-ekolu
588,Faris Elasha,https://pureportal.coventry.ac.uk/en/persons/faris-elasha
589,Laura Ellery,https://pureportal.coventry.ac.uk/en/persons/laura-ellery
590,Zac Elliott,https://pureportal.coventry.ac.uk/en/persons/zac-elliott
591,David Ellis,https://pureportal.coventry.ac.uk/en/persons/david-ellis
592,Fran Ellis,https://pureportal.coventry.ac.uk/en/persons/fran-ellis
593,Simon Ellis,https://pureportal.coventry.ac.uk/en/persons/simon-ellis
594,Basil Elmasri,https://pureportal.coventry.ac.uk/en/persons/dr-basil-elmasri-elmasri
595,Ahmed Elmasry,https://pureportal.coventry.ac.uk/en/persons/ahmed-elmasry
596,Ibrahim Elmghaamez,https://pureportal.coventry.ac.uk/en/persons/ibrahim-elmghaamez
597,Mark Elshaw,https://pureportal.coventry.ac.uk/en/persons/mark-elshaw
598,Olusegun Michael Eluyefa,https://pureportal.coventry.ac.uk/en/persons/olusegun-michael-eluyefa
599,Jen Elvy,https://pureportal.coventry.ac.uk/en/persons/jen-elvy
600,Ahmed Abdelmageed Saad Ahmed Elwakeel,https://pureportal.coventry.ac.uk/en/persons/ahmed-abdelmageed-saad-ahmed-elwakeel
601,Shirine El Zaatari,https://pureportal.coventry.ac.uk/en/persons/shirine-el-zaatari
602,Nwabueze Emekwuru,https://pureportal.coventry.ac.uk/en/persons/nwabueze-emekwuru
603,Chikezie Emele,https://pureportal.coventry.ac.uk/en/persons/chikezie-emele
604,Gold Emmanuel,https://pureportal.coventry.ac.uk/en/persons/gold-emmanuel
605,Etieno Enang,https://pureportal.coventry.ac.uk/en/persons/etieno-enang
606,Iniobong Enang,https://pureportal.coventry.ac.uk/en/persons/iniobong-enang
607,Okeoghene Enebeli,https://pureportal.coventry.ac.uk/en/persons/okeoghene-enebeli-2
608,Ikenna Stanley Enebuse,https://pureportal.coventry.ac.uk/en/persons/ikenna-stanley-enebuse
609,Matthew England,https://pureportal.coventry.ac.uk/en/persons/matthew-england
610,Vicki Ensor,https://pureportal.coventry.ac.uk/en/persons/vicki-ensor
611,George Eremosele Eremionkhale,https://pureportal.coventry.ac.uk/en/persons/george-eremosele-eremionkhale
612,Sarah Erian,https://pureportal.coventry.ac.uk/en/persons/sarah-erian
613,Engin Erken,https://pureportal.coventry.ac.uk/en/persons/engin-erken
614,Tugra Erol,https://pureportal.coventry.ac.uk/en/persons/tugra-erol
615,Azzouz Essamri,https://pureportal.coventry.ac.uk/en/persons/azzouz-essamri
616,Inimfon Essiet,https://pureportal.coventry.ac.uk/en/persons/inimfon-essiet
617,Martin Esugo,https://pureportal.coventry.ac.uk/en/persons/martin-esugo
618,Jason Etienne,https://pureportal.coventry.ac.uk/en/persons/jason-etienne
619,Steven Eustace,https://pureportal.coventry.ac.uk/en/persons/steven-eustace
620,Adrian Evans,https://pureportal.coventry.ac.uk/en/persons/adrian-evans
621,Adrienne Evans,https://pureportal.coventry.ac.uk/en/persons/ady-evans
622,Hala Evans,https://pureportal.coventry.ac.uk/en/persons/hala-evans
623,John Evans,https://pureportal.coventry.ac.uk/en/persons/john-evans
624,Mark Evans,https://pureportal.coventry.ac.uk/en/persons/mark-evans
625,Martin Evans,https://pureportal.coventry.ac.uk/en/persons/martin-evans-2
626,Martin Evans,https://pureportal.coventry.ac.uk/en/persons/martin-evans
627,Michelle Evans,https://pureportal.coventry.ac.uk/en/persons/michelle-evans
628,Shelley Evatt,https://pureportal.coventry.ac.uk/en/persons/shelley-evatt
629,Emma Eyre,https://pureportal.coventry.ac.uk/en/persons/emma-eyre
630,Ukpai Eze,https://pureportal.coventry.ac.uk/en/persons/ukpai-eze
631,Dumbiri Ezike,https://pureportal.coventry.ac.uk/en/persons/dumbiri-ezike
632,Obiora Ezike,https://pureportal.coventry.ac.uk/en/persons/obiora-ezike
633,Alessio Faccia,https://pureportal.coventry.ac.uk/en/persons/alessio-faccia
634,Leonardo Faedo,https://pureportal.coventry.ac.uk/en/persons/leonardo-faedo
635,Mahboobeh Fallah,https://pureportal.coventry.ac.uk/en/persons/mahboobeh-fallah
